,playerName,seasonStartYear,salary,inflationAdjSalary,birthDate,startYear,position,height,weight
277,Dwayne Schintzius,1996,"$625,000","$1,083,663",1968-10-14,1991.0,C,7-1,260.0
278,David Vaughn,1996,"$614,000","$1,064,590",1952-06-04,1975.0,C,6-11,220.0
279,Derek Fisher,1996,"$612,000","$1,061,122",1974-08-09,1997.0,G,6-1,200.0
280,Bo Outlaw,1996,"$600,000","$1,040,316",1971-04-13,1994.0,F,6-8,210.0
281,Mitchell Butler,1996,"$600,000","$1,040,316",1970-12-15,1994.0,G-F,6-5,210.0
282,Greg Anderson,1996,"$584,000","$1,012,574",1964-06-22,1988.0,F-C,6-10,230.0
283,Danny Schayes,1996,"$575,000","$996,970",1959-05-10,1982.0,C-F,6-11,235.0
284,Greg Ostertag,1996,"$573,000","$993,502",1973-03-06,1996.0,C,7-2,280.0
285,Jerome Williams,1996,"$568,000","$984,832",1973-05-10,1997.0,F,6-9,206.0
286,David Wingate,1996,"$560,000","$970,962",1963-12-15,1987.0,G-F,6-5,185.0
287,Mario Bennett,1996,"$555,000","$962,292",1973-08-01,1996.0,F,6-6,235.0
288,Brian Evans,1996,"$551,000","$955,357",1973-09-13,1997.0,F,6-8,220.0
289,Priest Lauderdale,1996,"$548,000","$950,155",1973-08-31,1997.0,C,7-4,325.0
290,Cory Alexander,1996,"$521,000","$903,341",1973-06-22,1996.0,G,6-1,185.0
291,Antonio Lang,1996,"$520,000","$901,607",1972-05-15,1995.0,F-G,6-8,205.0
292,David Benoit,1996,"$508,000","$880,801",1968-05-09,1992.0,F,6-8,220.0
293,Alton Lister,1996,"$500,000","$866,930",1958-10-01,1982.0,C-F,7-0,240.0
294,Jud Buechler,1996,"$500,000","$866,930",1968-06-19,1991.0,F-G,6-6,220.0
295,Gary Grant,1996,"$500,000","$866,930",1965-04-21,1989.0,G,6-3,185.0
296,Chucky Brown,1996,"$500,000","$866,930",1968-02-29,1990.0,F,6-7,214.0
297,Sherell Ford,1996,"$500,000","$866,930",1972-08-26,1996.0,F,6-7,210.0
298,Dontonio Wingfield,1996,"$500,000","$866,930",1974-06-23,1995.0,F,6-8,256.0
299,Brad Lohaus,1996,"$485,000","$840,922",1964-09-29,1988.0,F-C,6-11,230.0
300,Donny Marshall,1996,"$450,000","$780,237",1972-07-17,1996.0,F,6-7,230.0
301,Tim Legler,1996,"$450,000","$780,237",1966-12-26,1990.0,G,6-4,200.0
302,Greg Foster,1996,"$420,000","$728,221",1968-10-03,1991.0,F-C,6-11,240.0
303,Darrell Armstrong,1996,"$410,000","$710,882",1968-06-22,1995.0,G,6-0,170.0
304,Martin Muursepp,1996,"$401,000","$695,278",,,,,
305,Don Reid,1996,"$400,000","$693,544",1973-12-30,1996.0,F,6-8,250.0
306,Michael Curry,1996,"$400,000","$693,544",1968-08-22,1994.0,F-G,6-5,210.0
307,Rick Mahorn,1996,"$400,000","$693,544",1958-09-21,1981.0,C-F,6-10,240.0
308,Joe Wolf,1996,"$400,000","$693,544",1964-12-17,1988.0,F-C,6-11,230.0
309,Chris Whitney,1996,"$400,000","$693,544",1971-10-05,1994.0,G,6-0,168.0
310,Bryon Russell,1996,"$385,000","$667,536",1970-12-31,1994.0,F,6-7,225.0
311,Darrick Martin,1996,"$375,000","$650,197",1971-03-06,1995.0,G,5-11,170.0
312,Craig Ehlo,1996,"$360,000","$624,189",1961-08-11,1984.0,G-F,6-6,180.0
313,David Wesley,1996,"$350,000","$606,851",1970-11-14,1994.0,G,6-0,190.0
314,Jimmy King,1996,"$330,000","$572,174",1973-08-09,1996.0,G,6-5,210.0
315,Lawrence Moten,1996,"$321,000","$556,569",1972-03-25,1996.0,G,6-5,185.0
316,Shane Heal,1996,"$320,000","$554,835",1970-09-06,1997.0,G,6-0,180.0
317,Shawnelle Scott,1996,"$300,000","$520,158",1972-06-16,1997.0,C,6-10,250.0
318,Ed Pinckney,1996,"$300,000","$520,158",1963-03-27,1986.0,F,6-9,195.0
319,Howard Eisley,1996,"$298,000","$516,690",1972-12-04,1995.0,G,6-2,177.0
320,Fred Hoiberg,1996,"$297,000","$514,956",1972-10-15,1996.0,G,6-4,203.0
321,Rafael Addison,1996,"$290,000","$502,819",1964-07-22,1987.0,F-G,6-7,215.0
322,Andrew DeClercq,1996,"$276,000","$478,545",1973-02-01,1996.0,F-C,6-10,230.0
323,Steve Scheffler,1996,"$275,000","$476,811",1967-09-03,1991.0,C-F,6-9,250.0
324,Xavier McDaniel,1996,"$254,000","$440,400",1963-06-04,1986.0,F,6-7,205.0
325,Anthony Goldwire,1996,"$250,000","$433,465",1971-09-06,1996.0,G,6-1,182.0
326,Jon Barry,1996,"$247,500","$429,130",1969-07-25,1993.0,G,6-4,195.0
327,Eldridge Recasner,1996,"$247,500","$429,130",1967-12-14,1995.0,G,6-3,190.0
328,Tyrone Corbin,1996,"$247,500","$429,130",1962-12-31,1986.0,G-F,6-6,210.0
329,Donnie Boyce,1996,"$247,500","$429,130",1973-09-02,1996.0,G,6-5,196.0
330,Ivano Newbill,1996,"$247,500","$429,130",1970-12-12,1995.0,F,6-9,245.0
331,Willie Burton,1996,"$247,500","$429,130",1968-05-26,1991.0,F-G,6-8,210.0
332,Tony Massenburg,1996,"$247,500","$429,130",1967-07-31,1991.0,F,6-9,220.0
333,Tony Smith,1996,"$247,500","$429,130",1968-06-14,1991.0,G,6-3,185.0
334,Carl Thomas,1996,"$247,500","$429,130",1969-10-03,1992.0,G,6-4,175.0
335,Oliver Miller,1996,"$247,500","$429,130",1970-04-06,1993.0,C,6-9,280.0
336,Fred Roberts,1996,"$247,500","$429,130",1960-08-14,1984.0,F-C,6-10,218.0
337,Greg Dreiling,1996,"$247,500","$429,130",1962-11-07,1987.0,C,7-1,250.0
338,Keith Jennings,1996,"$247,500","$429,130",1968-11-02,1993.0,G,5-7,160.0
339,LaSalle Thompson,1996,"$247,500","$429,130",1961-06-23,1983.0,C-F,6-10,245.0
340,Litterial Green,1996,"$247,500","$429,130",1970-03-07,1993.0,G,6-1,185.0
341,Lou Roe,1996,"$247,500","$429,130",1972-07-14,1996.0,F,6-7,220.0
342,Mike Peplowski,1996,"$247,500","$429,130",1970-10-15,1994.0,C,6-10,270.0
343,Matt Bullard,1996,"$247,500","$429,130",1967-06-05,1991.0,F,6-10,215.0
344,Matt Maloney,1996,"$247,500","$429,130",1971-12-06,1997.0,G,6-3,192.0
345,Othella Harrington,1996,"$247,500","$429,130",1974-01-31,1997.0,F-C,6-9,235.0
346,Sam Mack,1996,"$247,500","$429,130",1970-05-26,1993.0,F-G,6-7,220.0
347,Charles Jones,1996,"$247,500","$429,130",1957-04-03,1984.0,F-C,6-9,215.0
348,Tracy Moore,1996,"$247,500","$429,130",1965-12-28,1992.0,G-F,6-4,200.0
349,Brent Scott,1996,"$247,500","$429,130",1971-06-15,1997.0,F-C,6-10,250.0
350,Jerome Allen,1996,"$247,500","$429,130",1973-01-28,1996.0,G,6-4,184.0
351,Kevin Duckworth,1996,"$247,500","$429,130",1964-04-01,1987.0,C,7-0,275.0
352,Jerome Kersey,1996,"$247,500","$429,130",1962-06-26,1985.0,F,6-7,215.0
353,Byron Scott,1996,"$247,500","$429,130",1961-03-28,1984.0,G,6-3,195.0
354,Rumeal Robinson,1996,"$247,500","$429,130",1966-11-13,1991.0,G,6-2,195.0
355,Doug Edwards,1996,"$247,500","$429,130",1971-01-21,1994.0,F,6-7,220.0
356,Rich Manning,1996,"$247,500","$429,130",1970-06-23,1996.0,C,6-11,253.0
357,Isaac Austin,1996,"$247,500","$429,130",1969-08-18,1992.0,C,6-10,255.0
358,Mark Strickland,1996,"$247,500","$429,130",1970-07-14,1995.0,F,6-9,210.0
359,Voshon Lenard,1996,"$247,500","$429,130",1973-05-14,1996.0,G,6-4,205.0
360,Tony Farmer,1996,"$247,500","$429,130",1970-01-03,1998.0,F,6-9,244.0
361,David Wood,1996,"$247,500","$429,130",1964-11-30,1989.0,F,6-9,227.0
362,Dean Garrett,1996,"$247,500","$429,130",1966-11-27,1997.0,C,6-10,225.0
363,Chris Jent,1996,"$247,500","$429,130",1970-01-11,1994.0,F,6-7,220.0
364,Eric Leckner,1996,"$247,500","$429,130",1966-05-27,1989.0,C-F,6-11,265.0
365,Scott Brooks,1996,"$247,500","$429,130",1965-07-31,1989.0,G,5-11,165.0
366,Antonio Harvey,1996,"$247,500","$429,130",1970-07-06,1994.0,F-C,6-11,225.0
367,Eric Snow,1996,"$247,500","$429,130",1973-04-24,1996.0,G,6-3,190.0
368,Larry Stewart,1996,"$247,500","$429,130",1968-09-21,1992.0,F,6-8,220.0
369,Gerald Wilkins,1996,"$247,500","$429,130",1963-09-11,1986.0,G-F,6-6,185.0
370,Derek Strong,1996,"$247,500","$429,130",1968-02-09,1992.0,F,6-8,220.0
371,Doug Overton,1996,"$247,500","$429,130",1969-08-03,1993.0,G,6-3,190.0
372,Mark Bradtke,1996,"$247,500","$429,130",1968-09-27,1997.0,C-F,6-10,265.0
373,Mark Davis,1996,"$247,500","$429,130",1963-06-08,1989.0,F-G,6-6,195.0
374,Rex Chapman,1996,"$247,500","$429,130",1967-10-05,1989.0,G,6-4,185.0
375,Darrin Hancock,1996,"$247,500","$429,130",1971-11-03,1995.0,G-F,6-7,205.0
376,Reggie Jordan,1996,"$247,500","$429,130",1968-01-26,1994.0,G,6-4,195.0
377,Tyus Edney,1996,"$247,500","$429,130",1973-02-14,1996.0,G,5-10,152.0
378,Kevin Salvadori,1996,"$247,500","$429,130",1970-12-30,1997.0,C,7-0,231.0
379,Dominique Wilkins,1996,"$247,500","$429,130",1960-01-12,1983.0,F-G,6-8,215.0
380,Walt Williams,1996,"$247,500","$429,130",1970-04-16,1993.0,F-G,6-8,219.0
381,Ben Wallace,1996,"$247,500","$429,130",1974-09-10,1997.0,F-C,6-9,240.0
382,Jaren Jackson Jr,1996,"$247,500","$429,130",,,,,
383,Ashraf Amaya,1996,"$247,500","$429,130",1971-11-23,1996.0,F,6-8,230.0
384,Matt Fish,1996,"$247,500","$429,130",1969-11-18,1995.0,C,6-11,235.0
385,Mark Hendrickson,1996,"$247,000","$428,263",1974-06-23,1997.0,F,6-9,220.0
386,Brett Szabo,1996,"$220,000","$381,449",1968-02-01,1997.0,C,6-11,230.0
387,Steve Hamer,1996,"$220,000","$381,449",1973-11-13,1997.0,C,7-0,245.0
388,Malik Rose,1996,"$220,000","$381,449",1974-11-23,1997.0,F-C,6-7,250.0
389,Carlos Strong,1996,"$220,000","$381,449",,,,,
390,Reggie Geary,1996,"$220,000","$381,449",1973-08-31,1997.0,G,6-2,187.0
391,Erick Strickland,1996,"$220,000","$381,449",1973-11-25,1997.0,G,6-3,210.0
392,Darvin Ham,1996,"$220,000","$381,449",1973-07-23,1997.0,F,6-7,220.0
393,Marcus Mann,1996,"$220,000","$381,449",,,,,
394,Ray Owes,1996,"$220,000","$381,449",1972-12-11,1997.0,F,6-9,224.0
395,Emanual Davis,1996,"$220,000","$381,449",1968-08-27,1997.0,G,6-4,195.0
396,Randy Livingston,1996,"$220,000","$381,449",1975-04-02,1997.0,G,6-4,209.0
397,Travis Knight,1996,"$220,000","$381,449",1974-09-13,1997.0,C,7-0,235.0
398,Chris Robinson,1996,"$220,000","$381,449",1974-04-02,1997.0,G,6-5,200.0
399,James Scott,1996,"$220,000","$381,449",1972-06-06,1997.0,F,6-6,180.0
400,Virginijus Praskevicius,1996,"$220,000","$381,449",,,,,
401,Amal McCaskill,1996,"$220,000","$381,449",1973-10-28,1997.0,F-C,6-11,235.0
402,Ben Davis,1996,"$220,000","$381,449",1972-12-26,1997.0,F,6-9,240.0
403,Marcus Brown,1996,"$220,000","$381,449",1974-04-03,1997.0,G,6-3,185.0
404,Donald Whiteside,1996,"$220,000","$381,449",1969-04-25,1997.0,G,5-10,160.0
405,Shandon Anderson,1996,"$220,000","$381,449",1973-12-31,1997.0,F-G,6-6,208.0
406,Earl Cureton,1996,"$205,200","$355,788",1957-09-03,1981.0,F-C,6-9,210.0
407,John Long,1996,"$205,200","$355,788",1956-08-28,1979.0,G-F,6-5,195.0
408,Kenny Smith,1996,"$190,100","$329,606",1965-03-08,1988.0,G,6-3,170.0
409,Lloyd Daniels,1996,"$184,100","$319,203",1967-09-04,1993.0,G,6-7,205.0
410,Henry James,1996,"$181,100","$314,002",1965-07-29,1991.0,F,6-8,220.0
411,Stephen Howard,1996,"$181,100","$314,002",1970-07-15,1993.0,F,6-9,225.0
412,Aaron Williams,1996,"$169,000","$293,022",1971-10-02,1994.0,F-C,6-9,220.0
413,Robert Werdann,1996,"$166,000","$287,820",1970-09-12,1993.0,C,6-11,250.0
414,Gaylon Nickerson,1996,"$152,900","$265,107",1969-02-05,1997.0,G,6-3,190.0
415,Michael Jordan,1997,"$33,140,000","$56,169,715",1963-02-17,1985.0,G-F,6-6,198.0
416,Patrick Ewing,1997,"$20,500,000","$34,745,901",1962-08-05,1986.0,C-F,7-0,240.0
417,Horace Grant,1997,"$14,285,714","$24,213,171",1965-07-04,1988.0,F-C,6-10,215.0
418,Shaquille O'Neal,1997,"$12,857,143","$21,791,854",1972-03-06,1993.0,C,7-1,325.0
419,David Robinson,1997,"$12,397,440","$21,012,694",1965-08-06,1990.0,C,7-1,235.0
420,Alonzo Mourning,1997,"$11,254,800","$19,076,008",1970-02-08,1993.0,C,6-10,240.0
421,Juwan Howard,1997,"$11,250,000","$19,067,872",1973-02-07,1995.0,F,6-9,240.0
422,Hakeem Olajuwon,1997,"$11,156,000","$18,908,550",1963-01-21,1985.0,C,7-0,255.0
423,Gary Payton,1997,"$10,514,688","$17,821,576",1968-07-23,1991.0,G,6-4,180.0
424,Dikembe Mutombo,1997,"$9,615,187","$16,296,992",1966-06-25,1992.0,C,7-2,245.0
425,Reggie Miller,1997,"$9,031,850","$15,308,281",1965-08-24,1988.0,G-F,6-7,185.0
426,Chris Webber,1997,"$9,000,000","$15,254,298",1973-03-01,1994.0,F-C,6-9,245.0
427,Shawn Kemp,1997,"$8,600,000","$14,576,329",1969-11-26,1990.0,F-C,6-10,230.0
428,Larry Johnson,1997,"$8,460,714","$14,340,250",1954-11-28,1978.0,G,6-3,205.0
429,Derrick Coleman,1997,"$8,002,800","$13,564,121",1967-06-21,1991.0,F-C,6-10,230.0
430,Kevin Johnson,1997,"$8,000,000","$13,559,376",1966-03-04,1988.0,G,6-1,180.0
431,Latrell Sprewell,1997,"$7,770,000","$13,169,544",1970-09-08,1993.0,G,6-5,190.0
432,Anfernee Hardaway,1997,"$7,580,000","$12,847,508",1971-07-18,1994.0,G-F,6-7,195.0
433,Elden Campbell,1997,"$7,000,000","$11,864,454",1968-07-23,1991.0,C,6-11,215.0
434,Danny Manning,1997,"$6,833,333","$11,581,966",1966-05-17,1989.0,F-C,6-10,230.0
435,Robert Horry,1997,"$6,000,000","$10,169,532",1970-08-25,1993.0,F,6-10,240.0
436,Allan Houston,1997,"$6,000,000","$10,169,532",1971-04-20,1994.0,G,6-6,200.0
437,Shawn Bradley,1997,"$5,940,000","$10,067,836",1972-03-22,1994.0,C,7-6,235.0
438,Grant Hill,1997,"$5,850,000","$9,915,293",1972-10-05,1995.0,F-G,6-8,225.0
439,Otis Thorpe,1997,"$5,700,000","$9,661,055",1962-08-05,1985.0,F-C,6-9,225.0
440,Glenn Robinson,1997,"$5,510,000","$9,339,020",1973-01-10,1995.0,F,6-7,225.0
441,Clyde Drexler,1997,"$5,500,000","$9,322,071",1962-06-22,1984.0,G,6-7,210.0
442,Tom Gugliotta,1997,"$5,500,000","$9,322,071",1969-12-19,1993.0,F,6-10,240.0
443,Steve Smith,1997,"$5,400,000","$9,152,578",1969-03-31,1992.0,G,6-7,200.0
444,Sean Elliott,1997,"$5,333,333","$9,039,583",1968-02-02,1990.0,F,6-8,205.0
445,Dale Davis,1997,"$5,273,333","$8,937,888",1969-03-25,1992.0,F-C,6-11,230.0
446,Jason Kidd,1997,"$5,223,333","$8,853,142",1973-03-23,1995.0,G,6-4,205.0
447,Karl Malone,1997,"$5,118,578","$8,675,590",1963-07-24,1986.0,F,6-9,250.0
448,John Starks,1997,"$5,112,500","$8,665,288",1965-08-10,1989.0,G,6-3,180.0
449,A.C. Green,1997,"$5,095,088","$8,635,776",1963-10-04,1986.0,F-C,6-9,220.0
450,Christian Laettner,1997,"$5,050,000","$8,559,356",1969-08-17,1993.0,F-C,6-11,235.0
451,Kenny Anderson,1997,"$5,010,000","$8,491,559",1970-10-09,1992.0,G,6-0,168.0
452,Brian Grant,1997,"$5,000,000","$8,474,610",1972-03-05,1995.0,F,6-9,254.0
453,John Stockton,1997,"$5,000,000","$8,474,610",1962-03-26,1985.0,G,6-1,170.0
454,Vlade Divac,1997,"$4,833,333","$8,192,122",1968-02-03,1990.0,C,7-1,243.0
455,Tim Hardaway,1997,"$4,800,000","$8,135,625",1966-09-01,1990.0,G,6-0,175.0
456,Glen Rice,1997,"$4,702,000","$7,969,523",1967-05-28,1990.0,F,6-8,215.0
457,Harvey Grant,1997,"$4,671,875","$7,918,463",1965-07-04,1989.0,F,6-8,195.0
458,Jim Jackson,1997,"$4,600,000","$7,796,641",1970-10-14,1993.0,G,6-6,220.0
459,Charles Smith,1997,"$4,576,343","$7,756,543",1965-07-16,1989.0,F-C,6-10,230.0
460,Ron Harper,1997,"$4,560,000","$7,728,844",1964-01-20,1987.0,G-F,6-6,185.0
461,Toni Kukoc,1997,"$4,560,000","$7,728,844",,,,,
462,John Williams,1997,"$4,550,000","$7,711,895",1966-10-26,1987.0,F-C,6-8,235.0
463,Dennis Rodman,1997,"$4,500,000","$7,627,149",1961-05-13,1987.0,F,6-7,210.0
464,Antonio Davis,1997,"$4,500,000","$7,627,149",1968-10-31,1994.0,F-C,6-9,215.0
465,Jamal Mashburn,1997,"$4,433,334","$7,514,155",1972-11-29,1994.0,F,6-8,240.0
466,Kendall Gill,1997,"$4,400,000","$7,457,656",1968-05-25,1991.0,G,6-5,195.0
467,Sherman Douglas,1997,"$4,297,250","$7,283,503",1966-09-15,1990.0,G,6-0,180.0
468,Billy Owens,1997,"$4,225,200","$7,161,384",1969-05-01,1992.0,F-G,6-8,220.0
469,Isaiah Rider,1997,"$4,210,000","$7,135,621",1971-03-12,1994.0,G,6-5,215.0
470,Jeff Hornacek,1997,"$4,195,000","$7,110,197",1963-05-03,1987.0,G,6-3,190.0
471,Tyrone Hill,1997,"$4,110,000","$6,966,129",1968-03-19,1991.0,F,6-9,240.0
472,Mark Price,1997,"$4,090,920","$6,933,790",1964-02-15,1987.0,G,6-0,170.0
473,Vin Baker,1997,"$4,064,373","$6,888,795",1971-11-23,1994.0,F,6-11,232.0
474,Bison Dele,1997,"$4,050,000","$6,864,434",1969-04-06,1992.0,F-C,6-9,235.0
475,Bryant Stith,1997,"$4,030,000","$6,830,535",1970-12-10,1993.0,G,6-5,208.0
476,Rony Seikaly,1997,"$4,002,000","$6,783,077",1965-05-10,1989.0,C,6-11,230.0
477,Danny Ferry,1997,"$4,000,000","$6,779,688",1966-10-17,1991.0,F,6-10,230.0
478,Rik Smits,1997,"$4,000,000","$6,779,688",1966-08-23,1989.0,C,7-4,250.0
479,Nick Anderson,1997,"$4,000,000","$6,779,688",1968-01-20,1990.0,F-G,6-6,205.0
480,Donyell Marshall,1997,"$3,990,000","$6,762,738",1973-05-18,1995.0,F,6-9,218.0
481,PJ Brown,1997,"$3,844,800","$6,516,636",,,,,
482,Brian Shaw,1997,"$3,750,000","$6,355,957",1966-03-22,1989.0,G,6-6,190.0
483,Stanley Roberts,1997,"$3,750,000","$6,355,957",1970-02-07,1992.0,C,7-0,285.0
484,Walt Williams,1997,"$3,750,000","$6,355,957",1970-04-16,1993.0,F-G,6-8,219.0
485,Lionel Simmons,1997,"$3,716,500","$6,299,177",1968-11-14,1991.0,F-G,6-7,210.0
486,Dell Curry,1997,"$3,660,000","$6,203,414",1964-06-25,1987.0,G,6-4,190.0
487,Chris Gatling,1997,"$3,656,400","$6,197,312",1967-09-03,1992.0,F-C,6-10,220.0
488,LaPhonso Ellis,1997,"$3,650,000","$6,186,465",1970-05-05,1993.0,F,6-8,240.0
489,Olden Polynice,1997,"$3,610,000","$6,118,668",1964-11-21,1988.0,C-F,6-11,220.0
490,Derrick McKey,1997,"$3,600,000","$6,101,719",1966-10-10,1988.0,F-C,6-9,205.0
491,Jim McIlvaine,1997,"$3,600,000","$6,101,719",1972-07-30,1995.0,C,7-1,240.0
492,Calbert Cheaney,1997,"$3,600,000","$6,101,719",1971-07-17,1994.0,G-F,6-7,209.0
493,Stojko Vrankovic,1997,"$3,580,000","$6,067,820",,,,,
494,Bobby Hurley,1997,"$3,552,000","$6,020,363",1971-06-28,1994.0,G,6-0,165.0
495,Dee Brown,1997,"$3,500,000","$5,932,227",1968-11-29,1991.0,G,6-1,160.0
496,Wesley Person,1997,"$3,500,000","$5,932,227",1971-03-28,1995.0,G,6-6,195.0
497,Nate McMillan,1997,"$3,500,000","$5,932,227",1964-08-03,1987.0,G-F,6-5,195.0
498,Sharone Wright,1997,"$3,500,000","$5,932,227",1973-01-30,1995.0,F-C,6-11,260.0
499,Anthony Mason,1997,"$3,471,500","$5,883,921",1966-12-14,1990.0,F,6-7,250.0
500,Rod Strickland,1997,"$3,450,000","$5,847,480",1966-07-11,1989.0,G,6-3,175.0
501,Dana Barros,1997,"$3,400,000","$5,762,734",1967-04-13,1990.0,G,5-11,163.0
502,Sam Perkins,1997,"$3,370,000","$5,711,887",1961-06-14,1985.0,F-C,6-9,235.0
503,Loy Vaught,1997,"$3,350,000","$5,677,988",1968-02-27,1991.0,F,6-9,230.0
504,Detlef Schrempf,1997,"$3,333,333","$5,649,739",1963-01-21,1986.0,F-C,6-10,235.0
505,Ken Norman,1997,"$3,332,000","$5,647,480",1964-09-05,1988.0,F,6-8,215.0
506,Mahmoud Abdul-Rauf,1997,"$3,300,000","$5,593,242",1969-03-09,1991.0,G,6-1,162.0
507,Robert Pack,1997,"$3,240,000","$5,491,547",1969-02-03,1992.0,G,6-2,180.0
508,Mark Jackson,1997,"$3,200,000","$5,423,750",1965-04-01,1988.0,G,6-1,180.0
509,Luc Longley,1997,"$3,184,900","$5,398,157",1969-01-19,1992.0,C,7-2,265.0
510,Joe Smith,1997,"$3,165,160","$5,364,699",1975-07-26,1996.0,F,6-10,225.0
511,Allen Iverson,1997,"$3,128,640","$5,302,800",1975-06-07,1997.0,G,6-0,165.0
512,Hersey Hawkins,1997,"$3,124,100","$5,295,105",1966-09-29,1989.0,G,6-3,190.0
513,Chris Childs,1997,"$3,120,000","$5,288,156",1967-11-20,1995.0,G,6-3,195.0
514,Arvydas Sabonis,1997,"$3,080,000","$5,220,359",1964-12-19,1996.0,C,7-3,279.0
515,Mookie Blaylock,1997,"$3,000,000","$5,084,766",1967-03-20,1990.0,G,6-0,180.0
516,Joe Dumars,1997,"$3,000,000","$5,084,766",1963-05-24,1986.0,G,6-3,190.0
517,Chris Mills,1997,"$3,000,000","$5,084,766",1970-01-25,1994.0,F,6-6,215.0
518,Mitch Richmond,1997,"$3,000,000","$5,084,766",1965-06-30,1989.0,G,6-5,215.0
519,Avery Johnson,1997,"$3,000,000","$5,084,766",1965-03-25,1989.0,G,5-10,175.0
520,Chris Morris,1997,"$3,000,000","$5,084,766",1966-01-20,1989.0,F,6-8,210.0
521,Tim Duncan,1997,"$2,967,840","$5,030,257",1976-04-25,1998.0,F-C,6-11,250.0
522,Chris Mullin,1997,"$2,941,500","$4,985,613",1963-07-30,1986.0,F-G,6-6,200.0
523,Dennis Scott,1997,"$2,920,000","$4,949,172",1968-09-05,1991.0,F,6-8,229.0
524,Bobby Phills,1997,"$2,900,000","$4,915,273",1969-12-20,1992.0,G,6-5,210.0
525,Lamond Murray,1997,"$2,900,000","$4,915,273",1973-04-20,1995.0,F,6-7,236.0
526,Antonio McDyess,1997,"$2,876,640","$4,875,680",1974-09-07,1996.0,F-C,6-9,220.0
527,Bryon Russell,1997,"$2,857,144","$4,842,636",1970-12-31,1994.0,F,6-7,225.0
528,Charles Oakley,1997,"$2,850,000","$4,830,527",1963-12-18,1986.0,F-C,6-8,225.0
529,Scott Williams,1997,"$2,850,000","$4,830,527",1968-03-21,1991.0,F-C,6-10,230.0
530,Pooh Richardson,1997,"$2,820,710","$4,780,883",1966-05-14,1990.0,G,6-1,180.0
531,Dan Majerle,1997,"$2,820,000","$4,779,680",1965-09-09,1989.0,G-F,6-6,215.0
532,Clarence Weatherspoon,1997,"$2,800,000","$4,745,781",1970-09-08,1993.0,F,6-6,240.0
533,Stacey Augmon,1997,"$2,800,000","$4,745,781",1968-08-01,1992.0,F-G,6-8,205.0
534,Marcus Camby,1997,"$2,799,240","$4,744,493",1974-03-22,1997.0,C-F,6-11,220.0
535,Armen Gilliam,1997,"$2,780,400","$4,712,561",1964-05-28,1988.0,F-C,6-9,230.0
536,Scottie Pippen,1997,"$2,775,000","$4,703,408",1965-09-25,1988.0,F-G,6-8,210.0
537,Micheal Williams,1997,"$2,775,000","$4,703,408",1966-07-23,1989.0,G,6-2,175.0
538,Andrew Lang,1997,"$2,700,000","$4,576,289",1966-06-28,1989.0,C,6-11,245.0
539,Keith Van Horn,1997,"$2,655,360","$4,500,628",1975-10-23,1998.0,F,6-10,220.0
540,Kevin Edwards,1997,"$2,640,000","$4,474,594",1965-10-30,1989.0,G,6-3,190.0
541,Rodney Rogers,1997,"$2,640,000","$4,474,594",1971-06-20,1994.0,F,6-7,235.0
542,Grant Long,1997,"$2,610,335","$4,424,314",1966-03-12,1989.0,F,6-8,225.0
543,Cedric Ceballos,1997,"$2,605,000","$4,415,271",1969-08-02,1991.0,F,6-6,190.0
544,BJ Armstrong,1997,"$2,600,000","$4,406,797",,,,,
545,Jerry Stackhouse,1997,"$2,583,360","$4,378,593",1974-11-05,1996.0,G-F,6-6,218.0
546,Doug West,1997,"$2,535,000","$4,296,627",1967-05-27,1990.0,G-F,6-6,200.0
547,Shareef Abdur-Rahim,1997,"$2,513,760","$4,260,627",1976-12-11,1997.0,F,6-9,225.0
548,Dino Radja,1997,"$2,500,000","$4,237,305",1967-04-24,1994.0,F-C,6-11,225.0
549,Jayson Williams,1997,"$2,500,000","$4,237,305",1968-02-22,1991.0,F-C,6-9,240.0
550,Sam Cassell,1997,"$2,500,000","$4,237,305",1969-11-18,1994.0,G,6-3,185.0
551,Chuck Person,1997,"$2,470,000","$4,186,457",1964-06-27,1987.0,F,6-8,220.0
552,Mario Elie,1997,"$2,430,000","$4,118,660",1963-11-26,1991.0,G-F,6-5,210.0
553,Chauncey Billups,1997,"$2,384,640","$4,041,778",1976-09-25,1998.0,G,6-3,202.0
554,Voshon Lenard,1997,"$2,364,597","$4,007,807",1973-05-14,1996.0,G,6-4,205.0
555,Rasheed Wallace,1997,"$2,329,080","$3,947,608",1974-09-17,1996.0,F-C,6-10,225.0
556,Blue Edwards,1997,"$2,300,000","$3,898,320",1965-10-31,1990.0,G-F,6-4,200.0
557,Adam Keefe,1997,"$2,300,000","$3,898,320",1970-02-22,1993.0,F,6-9,230.0
558,Vinny Del Negro,1997,"$2,298,777","$3,896,247",1966-08-09,1989.0,G,6-4,185.0
559,Ervin Johnson,1997,"$2,281,128","$3,866,334",1967-12-21,1994.0,C,6-11,245.0
560,Stephon Marbury,1997,"$2,266,320","$3,841,235",1977-02-20,1997.0,G,6-2,180.0
561,Charles Barkley,1997,"$2,250,000","$3,813,574",1963-02-20,1985.0,F,6-6,252.0
562,Mark Bryant,1997,"$2,250,000","$3,813,574",1965-04-25,1989.0,F-C,6-9,245.0
563,Felton Spencer,1997,"$2,178,099","$3,691,707",1968-01-15,1991.0,C,7-0,265.0
