,playerName,seasonStartYear,salary,inflationAdjSalary,birthDate,startYear,position,height,weight,MP,PTS,Age,team,games,games_started,PER,FTr,AST,STL,TRB,FT,3P,FG,position_enc,team_enc,height_enc
122,Jerry Stackhouse,1996,"$2,286,000","$3,963,605",1974-11-05,1996.0,G-F,6-6,218.0,2701.0,1384.0,21.0,PHI,72.0,71.0,14.8,0.475,278.0,76.0,265.0,387.0,93.0,452.0,6,27,14
123,Kevin Edwards,1996,"$2,280,000","$3,953,202",1965-10-30,1989.0,G,6-3,190.0,1007.0,394.0,30.0,NJN,34.0,33.0,9.8,0.215,71.0,54.0,75.0,68.0,42.0,142.0,5,20,11
124,Rodney Rogers,1996,"$2,280,000","$3,953,202",1971-06-20,1994.0,F,6-7,235.0,1950.0,774.0,24.0,LAC,67.0,51.0,13.5,0.281,167.0,75.0,286.0,113.0,49.0,306.0,2,14,15
125,Allen Iverson,1996,"$2,267,000","$3,930,662",1975-06-07,1997.0,G,6-0,165.0,,,,,,,,,,,,,,,5,-1,6
126,Grant Long,1996,"$2,260,000","$3,918,525",1966-03-12,1989.0,F,6-8,225.0,3008.0,1078.0,29.0,ATL,82.0,82.0,16.2,0.402,183.0,108.0,788.0,257.0,31.0,395.0,2,0,16
127,Jayson Williams,1996,"$2,250,000","$3,901,186",1968-02-22,1991.0,F-C,6-9,240.0,1858.0,721.0,27.0,NJN,80.0,6.0,16.4,0.412,47.0,35.0,803.0,161.0,2.0,279.0,3,20,17
128,Scottie Pippen,1996,"$2,250,000","$3,901,186",1965-09-25,1988.0,F-G,6-8,210.0,2825.0,1496.0,30.0,CHI,77.0,77.0,21.0,0.266,452.0,133.0,496.0,220.0,150.0,563.0,4,5,16
129,John Salley,1996,"$2,225,000","$3,857,840",1964-05-16,1987.0,F-C,6-11,230.0,673.0,185.0,31.0,TOT,42.0,6.0,10.0,0.607,54.0,19.0,140.0,59.0,0.0,63.0,3,34,9
130,Duane Causwell,1996,"$2,215,000","$3,840,501",1968-05-31,1991.0,C,7-0,240.0,1044.0,250.0,27.0,SAC,73.0,26.0,9.9,0.444,20.0,27.0,248.0,70.0,0.0,90.0,0,30,18
131,Shareef Abdur-Rahim,1996,"$2,186,000","$3,790,219",1976-12-11,1997.0,F,6-9,225.0,,,,,,,,,,,,,,,2,-1,17
132,Doug West,1996,"$2,155,000","$3,736,470",1967-05-27,1990.0,G-F,6-6,200.0,1639.0,465.0,28.0,MIN,73.0,16.0,7.6,0.366,119.0,30.0,161.0,114.0,1.0,175.0,6,19,14
133,Blue Edwards,1996,"$2,100,000","$3,641,107",1965-10-31,1990.0,G-F,6-4,200.0,2773.0,1043.0,30.0,VAN,82.0,82.0,11.9,0.218,212.0,118.0,346.0,157.0,84.0,401.0,6,36,12
134,George Lynch,1996,"$2,090,000","$3,623,769",1970-09-03,1994.0,F,6-8,218.0,1012.0,291.0,25.0,LAL,76.0,6.0,11.4,0.294,51.0,47.0,209.0,53.0,4.0,117.0,2,15,16
135,Rasheed Wallace,1996,"$2,060,000","$3,571,753",1974-09-17,1996.0,F-C,6-10,225.0,1788.0,655.0,21.0,WSB,65.0,51.0,11.8,0.212,85.0,42.0,303.0,78.0,27.0,275.0,3,38,8
136,Chuck Person,1996,"$2,060,000","$3,571,753",1964-06-27,1987.0,F,6-8,220.0,2131.0,873.0,31.0,SAS,80.0,16.0,13.6,0.148,100.0,49.0,413.0,67.0,190.0,308.0,2,31,16
137,Reggie Williams,1996,"$2,048,000","$3,550,947",1964-03-05,1988.0,F-G,6-7,190.0,817.0,241.0,31.0,DEN,52.0,5.0,8.4,0.154,74.0,34.0,122.0,33.0,20.0,94.0,4,9,15
138,Vinny Del Negro,1996,"$2,023,000","$3,507,600",1966-08-09,1989.0,G,6-4,185.0,,,,,,,,,,,,,,,5,-1,12
139,Mark West,1996,"$2,000,000","$3,467,721",1960-11-05,1984.0,C-F,6-10,230.0,682.0,150.0,35.0,DET,47.0,21.0,7.2,0.357,6.0,6.0,133.0,28.0,0.0,61.0,1,10,8
140,Vincent Askew,1996,"$2,000,000","$3,467,721",1966-02-28,1988.0,G-F,6-6,210.0,1725.0,582.0,29.0,SEA,69.0,2.0,11.9,0.369,163.0,47.0,218.0,123.0,29.0,215.0,6,32,14
141,PJ Brown,1996,"$2,000,000","$3,467,721",,,,,,,,,,,,,,,,,,,,-1,-1,-1
142,Elliot Perry,1996,"$2,000,000","$3,467,721",1969-03-28,1992.0,G,6-0,150.0,1668.0,697.0,26.0,PHO,81.0,26.0,16.2,0.353,353.0,87.0,136.0,151.0,24.0,261.0,5,28,6
143,Adam Keefe,1996,"$1,950,000","$3,381,028",1970-02-22,1993.0,F,6-9,230.0,1708.0,499.0,25.0,UTA,82.0,0.0,13.8,0.581,64.0,51.0,455.0,139.0,0.0,180.0,2,35,17
144,Stephon Marbury,1996,"$1,917,000","$3,323,811",1977-02-20,1997.0,G,6-2,180.0,,,,,,,,,,,,,,,5,-1,10
145,John Starks,1996,"$1,913,000","$3,316,875",1965-08-10,1989.0,G,6-3,180.0,2491.0,1024.0,30.0,NYK,81.0,71.0,14.2,0.206,315.0,103.0,237.0,131.0,143.0,375.0,5,24,11
146,Terry Dehere,1996,"$1,905,000","$3,303,004",1971-09-12,1994.0,G,6-2,190.0,2018.0,1016.0,24.0,LAC,82.0,10.0,16.7,0.477,350.0,54.0,143.0,247.0,139.0,315.0,5,14,10
147,Nick Van Exel,1996,"$1,900,000","$3,294,335",1971-11-27,1994.0,G,6-1,170.0,,,,,,,,,,,,,,,5,-1,7
148,Sasha Danilovic,1996,"$1,892,000","$3,280,464",,,,,,542.0,255.0,25.0,MIA,19.0,18.0,14.4,0.391,47.0,15.0,46.0,55.0,34.0,83.0,-1,17,-1
149,Greg Anthony,1996,"$1,875,000","$3,250,989",1967-11-15,1992.0,G,6-0,176.0,2096.0,967.0,28.0,VAN,69.0,68.0,18.6,0.38,476.0,116.0,174.0,229.0,90.0,324.0,5,36,6
150,Dell Curry,1996,"$1,830,000","$3,172,965",1964-06-25,1987.0,G,6-4,190.0,2371.0,1192.0,31.0,CHH,82.0,29.0,16.8,0.176,176.0,108.0,264.0,146.0,164.0,441.0,5,4,12
151,Bobby Phills,1996,"$1,808,000","$3,134,820",1969-12-20,1992.0,G,6-5,210.0,2530.0,1051.0,26.0,CLE,72.0,69.0,16.8,0.291,271.0,102.0,261.0,186.0,93.0,386.0,5,7,13
152,Greg Minor,1996,"$1,800,000","$3,120,949",1971-09-18,1995.0,G-F,6-6,210.0,1761.0,746.0,24.0,BOS,78.0,47.0,14.0,0.203,146.0,36.0,257.0,99.0,7.0,320.0,6,1,14
153,Eddie Jones,1996,"$1,800,000","$3,120,949",1971-10-20,1995.0,G-F,6-6,190.0,2184.0,893.0,24.0,LAL,70.0,66.0,17.0,0.269,246.0,129.0,233.0,136.0,83.0,337.0,6,15,14
154,Ray Allen,1996,"$1,785,000","$3,094,941",1975-07-20,1997.0,G,6-5,205.0,,,,,,,,,,,,,,,5,-1,13
155,Don MacLean,1996,"$1,780,000","$3,086,272",1970-01-16,1993.0,F,6-10,235.0,1107.0,625.0,26.0,DEN,56.0,5.0,15.7,0.362,89.0,21.0,205.0,145.0,14.0,233.0,2,9,8
156,Terry Porter,1996,"$1,775,000","$3,077,603",1963-04-08,1986.0,G,6-3,195.0,2072.0,773.0,32.0,MIN,82.0,40.0,15.4,0.344,452.0,89.0,212.0,164.0,71.0,269.0,5,19,11
157,Pervis Ellison,1996,"$1,760,000","$3,051,595",1967-04-03,1990.0,F-C,6-9,210.0,1431.0,365.0,28.0,BOS,69.0,29.0,13.1,0.397,62.0,39.0,451.0,75.0,0.0,145.0,3,1,17
158,Khalid Reeves,1996,"$1,752,000","$3,037,724",1972-07-15,1995.0,G,6-3,199.0,833.0,279.0,23.0,TOT,51.0,12.0,11.1,0.361,118.0,37.0,79.0,61.0,28.0,95.0,5,34,11
159,Rick Fox,1996,"$1,750,000","$3,034,256",1969-07-24,1992.0,F-G,6-7,230.0,2588.0,1137.0,26.0,BOS,81.0,81.0,16.1,0.274,369.0,113.0,450.0,196.0,99.0,421.0,4,1,15
160,Malik Sealy,1996,"$1,732,000","$3,003,047",1970-02-01,1993.0,G,6-8,190.0,1601.0,712.0,25.0,LAC,62.0,48.0,13.8,0.281,116.0,84.0,240.0,147.0,21.0,272.0,5,14,16
161,Lindsey Hunter,1996,"$1,715,000","$2,973,571",1970-12-03,1994.0,G,6-2,170.0,2138.0,679.0,25.0,DET,80.0,48.0,11.2,0.191,188.0,84.0,194.0,84.0,117.0,239.0,5,10,10
162,Robert Horry,1996,"$1,703,000","$2,952,765",1970-08-25,1993.0,F,6-10,240.0,2634.0,853.0,25.0,HOU,71.0,71.0,13.7,0.195,281.0,116.0,412.0,111.0,142.0,300.0,2,12,8
163,Donald Royal,1996,"$1,700,000","$2,947,563",1966-05-22,1990.0,F,6-8,210.0,963.0,337.0,29.0,ORL,64.0,7.0,12.7,0.759,42.0,29.0,153.0,125.0,0.0,106.0,2,26,16
164,Tracy Murray,1996,"$1,700,000","$2,947,563",1971-07-25,1993.0,F,6-7,225.0,2458.0,1325.0,24.0,TOR,82.0,37.0,16.8,0.201,131.0,87.0,352.0,182.0,151.0,496.0,2,33,15
165,Bryant Reeves,1996,"$1,695,000","$2,938,894",1973-06-08,1996.0,C,7-0,275.0,2460.0,1021.0,22.0,VAN,77.0,63.0,13.4,0.341,109.0,43.0,570.0,219.0,0.0,401.0,0,36,18
166,Kevin Garnett,1996,"$1,666,000","$2,888,612",1976-05-19,1996.0,F-C,6-11,240.0,2293.0,835.0,19.0,MIN,80.0,43.0,15.8,0.203,145.0,86.0,501.0,105.0,8.0,361.0,3,19,9
167,Ervin Johnson,1996,"$1,636,000","$2,836,596",1967-12-21,1994.0,C,6-11,245.0,1519.0,446.0,28.0,SEA,81.0,60.0,13.1,0.361,48.0,40.0,433.0,85.0,1.0,180.0,0,32,9
168,Antoine Walker,1996,"$1,620,000","$2,808,854",1976-08-12,1997.0,F,6-8,224.0,,,,,,,,,,,,,,,2,-1,16
169,Dale Ellis,1996,"$1,600,000","$2,774,177",1960-08-06,1984.0,G-F,6-7,205.0,2626.0,1204.0,35.0,DEN,81.0,52.0,14.7,0.187,139.0,57.0,315.0,136.0,150.0,459.0,6,9,15
170,Brent Price,1996,"$1,600,000","$2,774,177",1968-12-09,1993.0,G,6-1,165.0,2042.0,810.0,27.0,WSB,81.0,50.0,17.5,0.358,416.0,78.0,228.0,167.0,139.0,252.0,5,38,7
171,Popeye Jones,1996,"$1,581,000","$2,741,234",1970-06-17,1994.0,F,6-8,250.0,2322.0,770.0,25.0,DAL,68.0,68.0,13.4,0.181,132.0,54.0,737.0,102.0,14.0,327.0,2,8,16
172,Muggsy Bogues,1996,"$1,575,000","$2,730,830",1965-01-09,1988.0,G,5-3,136.0,77.0,14.0,31.0,CHH,6.0,0.0,10.6,0.125,19.0,2.0,7.0,2.0,0.0,6.0,5,4,2
173,Michael Smith,1996,"$1,570,000","$2,722,161",1965-05-19,1990.0,F,6-10,225.0,1384.0,357.0,23.0,SAC,65.0,0.0,14.2,0.744,110.0,47.0,389.0,68.0,1.0,144.0,2,30,8
174,Matt Geiger,1996,"$1,562,000","$2,708,290",1969-09-10,1993.0,C,7-0,243.0,2349.0,866.0,26.0,CHH,77.0,50.0,14.2,0.308,60.0,46.0,649.0,149.0,3.0,357.0,0,4,18
175,Jalen Rose,1996,"$1,560,000","$2,704,822",1973-01-30,1995.0,G-F,6-8,210.0,2134.0,803.0,23.0,DEN,80.0,37.0,14.3,0.459,495.0,53.0,260.0,191.0,32.0,290.0,6,9,16
176,Carl Herrera,1996,"$1,550,000","$2,687,484",1966-12-14,1992.0,F,6-9,215.0,393.0,85.0,29.0,SAS,44.0,6.0,4.7,0.175,16.0,9.0,81.0,5.0,0.0,40.0,2,31,17
177,Damon Stoudamire,1996,"$1,547,000","$2,682,282",1973-09-03,1996.0,G,5-10,171.0,2865.0,1331.0,22.0,TOR,70.0,70.0,16.7,0.262,653.0,98.0,281.0,236.0,133.0,481.0,5,33,0
178,Will Perdue,1996,"$1,544,000","$2,677,081",1965-08-29,1989.0,C,7-0,240.0,1396.0,413.0,30.0,SAS,80.0,22.0,13.7,0.378,33.0,28.0,485.0,67.0,0.0,173.0,0,31,18
179,Anthony Peeler,1996,"$1,540,000","$2,670,145",1969-11-25,1993.0,G,6-4,208.0,1608.0,710.0,26.0,LAL,73.0,12.0,14.1,0.143,118.0,59.0,137.0,61.0,105.0,272.0,5,15,12
180,Frank Brickowski,1996,"$1,500,000","$2,600,791",1959-08-14,1985.0,F-C,6-9,240.0,986.0,339.0,36.0,SEA,63.0,8.0,8.6,0.341,58.0,26.0,151.0,61.0,32.0,123.0,3,32,17
181,Kevin Willis,1996,"$1,500,000","$2,600,791",1962-09-06,1985.0,F-C,7-0,220.0,2135.0,794.0,33.0,TOT,75.0,60.0,11.7,0.284,53.0,32.0,638.0,143.0,1.0,325.0,3,34,18
182,Lorenzen Wright,1996,"$1,480,000","$2,566,114",1975-11-04,1997.0,F-C,6-11,225.0,,,,,,,,,,,,,,,3,-1,9
183,Michael Cage,1996,"$1,473,000","$2,553,977",1962-01-28,1985.0,F-C,6-9,224.0,2631.0,490.0,34.0,CLE,82.0,80.0,14.1,0.232,53.0,87.0,729.0,50.0,0.0,220.0,3,7,17
184,Kenny Gattison,1996,"$1,450,000","$2,514,098",1964-05-23,1987.0,F-C,6-8,225.0,570.0,229.0,31.0,VAN,25.0,14.0,10.7,0.411,14.0,10.0,114.0,47.0,0.0,91.0,3,36,16
185,Yinka Dare,1996,"$1,448,000","$2,510,630",1972-10-10,1995.0,C,7-0,265.0,626.0,164.0,23.0,NJN,58.0,23.0,6.1,0.431,0.0,8.0,181.0,38.0,0.0,63.0,0,20,18
186,Marty Conlon,1996,"$1,447,500","$2,509,763",1968-01-19,1992.0,F-C,6-10,224.0,958.0,395.0,28.0,MIL,74.0,1.0,12.2,0.336,68.0,20.0,177.0,84.0,5.0,153.0,3,18,8
187,Shawn Respert,1996,"$1,417,000","$2,456,880",1972-02-06,1996.0,G,6-1,195.0,845.0,303.0,23.0,MIL,62.0,0.0,10.8,0.144,68.0,32.0,74.0,35.0,42.0,113.0,5,18,7
188,Bimbo Coles,1996,"$1,400,000","$2,427,405",1968-04-22,1991.0,G,6-1,180.0,2615.0,892.0,27.0,TOT,81.0,55.0,12.4,0.272,422.0,94.0,260.0,168.0,88.0,318.0,5,34,7
189,Mario Elie,1996,"$1,400,000","$2,427,405",1963-11-26,1991.0,G-F,6-5,210.0,1385.0,499.0,32.0,HOU,45.0,16.0,14.6,0.322,138.0,45.0,155.0,98.0,41.0,180.0,6,12,13
190,Eric Piatkowski,1996,"$1,363,000","$2,363,252",1970-09-30,1995.0,G-F,6-7,215.0,784.0,301.0,25.0,LAC,65.0,1.0,12.2,0.339,48.0,24.0,103.0,67.0,38.0,98.0,6,14,15
191,Kerry Kittles,1996,"$1,356,000","$2,351,115",1974-06-12,1997.0,G,6-5,179.0,,,,,,,,,,,,,,,5,-1,13
192,Nate McMillan,1996,"$1,355,000","$2,349,381",1964-08-03,1987.0,G-F,6-5,195.0,1261.0,275.0,31.0,SEA,55.0,14.0,12.9,0.172,197.0,95.0,210.0,29.0,46.0,100.0,6,32,13
193,Doug Christie,1996,"$1,355,000","$2,349,381",1970-05-09,1993.0,G-F,6-6,200.0,1036.0,415.0,25.0,TOT,55.0,17.0,14.0,0.276,117.0,70.0,154.0,69.0,46.0,150.0,6,34,14
194,Brooks Thompson,1996,"$1,332,300","$2,310,022",1970-07-19,1995.0,G,6-4,193.0,246.0,140.0,25.0,ORL,33.0,0.0,16.9,0.262,31.0,12.0,24.0,19.0,25.0,48.0,5,26,12
195,Greg Graham,1996,"$1,330,000","$2,306,034",1970-11-26,1994.0,G,6-4,174.0,613.0,240.0,25.0,TOT,53.0,5.0,11.1,0.352,52.0,25.0,57.0,52.0,32.0,78.0,5,34,12
196,Terrell Brandon,1996,"$1,312,000","$2,274,825",1970-05-20,1992.0,G,5-11,180.0,2570.0,1449.0,25.0,CLE,75.0,75.0,25.2,0.348,487.0,132.0,248.0,338.0,91.0,510.0,5,7,1
197,Ed O'Bannon,1996,"$1,303,000","$2,259,220",1972-08-14,1996.0,F,6-8,222.0,1253.0,399.0,23.0,NJN,64.0,29.0,9.2,0.27,63.0,44.0,168.0,77.0,10.0,156.0,2,20,16
198,Randy Brown,1996,"$1,300,000","$2,254,019",1968-05-22,1992.0,G,6-2,190.0,671.0,185.0,27.0,CHI,68.0,0.0,11.2,0.24,73.0,57.0,66.0,28.0,1.0,78.0,5,5,10
199,Derek Harper,1996,"$1,300,000","$2,254,019",1961-10-13,1984.0,G,6-4,185.0,2893.0,1149.0,34.0,NYK,82.0,82.0,13.9,0.219,352.0,131.0,202.0,156.0,121.0,436.0,5,24,12
200,Hubert Davis,1996,"$1,295,000","$2,245,349",1970-05-17,1993.0,G,6-5,183.0,1773.0,789.0,25.0,NYK,74.0,14.0,14.8,0.228,103.0,31.0,123.0,112.0,127.0,275.0,5,24,13
201,Brian Grant,1996,"$1,293,000","$2,241,882",1972-03-05,1995.0,F,6-9,254.0,2398.0,1120.0,23.0,SAC,78.0,75.0,15.8,0.425,127.0,40.0,545.0,262.0,4.0,427.0,2,30,17
202,Eric Montross,1996,"$1,280,000","$2,219,341",1971-09-23,1995.0,C,7-0,270.0,1432.0,442.0,24.0,BOS,61.0,59.0,10.6,0.384,43.0,19.0,352.0,50.0,0.0,196.0,0,1,18
203,Samaki Walker,1996,"$1,246,000","$2,160,390",1976-02-25,1997.0,F,6-9,240.0,,,,,,,,,,,,,,,2,-1,17
204,Kurt Thomas,1996,"$1,238,000","$2,146,519",1972-10-04,1996.0,F,6-9,230.0,1655.0,666.0,23.0,MIA,74.0,42.0,13.5,0.325,46.0,47.0,439.0,118.0,0.0,274.0,2,17,17
205,Scott Burrell,1996,"$1,235,000","$2,141,318",1971-01-12,1994.0,G-F,6-7,218.0,693.0,263.0,25.0,CHH,20.0,20.0,13.0,0.272,47.0,27.0,98.0,42.0,37.0,92.0,6,4,15
206,Chris Mills,1996,"$1,235,000","$2,141,318",1970-01-25,1994.0,F,6-6,215.0,3060.0,1205.0,26.0,CLE,80.0,80.0,15.2,0.271,188.0,73.0,443.0,218.0,79.0,454.0,2,7,14
207,Sam Cassell,1996,"$1,235,000","$2,141,318",1969-11-18,1994.0,G,6-3,185.0,1682.0,886.0,26.0,HOU,61.0,0.0,16.8,0.433,278.0,53.0,188.0,235.0,73.0,289.0,5,12,11
208,Corie Blount,1996,"$1,235,000","$2,141,318",1969-01-04,1994.0,F,6-9,240.0,715.0,183.0,27.0,LAL,57.0,2.0,10.9,0.263,42.0,25.0,170.0,25.0,0.0,79.0,2,15,17
209,James Robinson,1996,"$1,235,000","$2,141,318",1970-08-31,1994.0,G,6-2,180.0,1627.0,649.0,25.0,POR,76.0,5.0,10.6,0.235,150.0,34.0,157.0,89.0,102.0,229.0,5,29,10
210,Rex Walters,1996,"$1,235,000","$2,141,318",1970-03-12,1994.0,G,6-4,190.0,610.0,186.0,25.0,TOT,44.0,8.0,12.8,0.351,106.0,25.0,55.0,42.0,22.0,61.0,5,34,12
211,Joe Kleine,1996,"$1,235,000","$2,141,318",1962-01-04,1986.0,C,6-11,255.0,663.0,164.0,34.0,PHO,56.0,9.0,6.8,0.148,44.0,13.0,132.0,20.0,2.0,71.0,0,28,9
212,Acie Earl,1996,"$1,235,000","$2,141,318",1970-06-23,1994.0,F-C,6-10,240.0,655.0,316.0,25.0,TOR,42.0,7.0,14.1,0.413,27.0,18.0,129.0,82.0,0.0,117.0,3,33,8
213,Johnny Newman,1996,"$1,225,000","$2,123,979",1963-11-28,1987.0,F-G,6-7,190.0,2690.0,889.0,32.0,MIL,82.0,82.0,11.5,0.357,154.0,90.0,200.0,186.0,61.0,321.0,4,18,15
214,Ricky Pierce,1996,"$1,200,000","$2,080,633",1959-08-19,1983.0,G,6-4,205.0,1404.0,737.0,36.0,IND,76.0,2.0,14.8,0.347,101.0,57.0,136.0,174.0,35.0,264.0,5,13,12
215,Eddie Johnson,1996,"$1,200,000","$2,080,633",1955-02-24,1978.0,G,6-2,180.0,1002.0,475.0,36.0,IND,62.0,1.0,13.1,0.181,69.0,20.0,153.0,70.0,45.0,180.0,5,13,10
216,Sean Rooks,1996,"$1,200,000","$2,080,633",1969-09-09,1993.0,C,6-10,250.0,1117.0,424.0,26.0,TOT,65.0,7.0,13.4,0.709,47.0,23.0,255.0,135.0,1.0,144.0,0,34,8
217,Sam Mitchell,1996,"$1,200,000","$2,080,633",1963-09-02,1990.0,F,6-6,210.0,2145.0,844.0,32.0,MIN,78.0,42.0,13.0,0.471,74.0,49.0,339.0,237.0,1.0,303.0,2,19,14
218,Lucious Harris,1996,"$1,200,000","$2,080,633",1970-12-18,1994.0,G,6-5,190.0,1016.0,481.0,25.0,DAL,61.0,1.0,15.5,0.219,79.0,35.0,122.0,68.0,47.0,183.0,5,8,13
219,Kevin Gamble,1996,"$1,196,000","$2,073,697",1965-11-13,1988.0,F-G,6-5,210.0,1325.0,386.0,30.0,TOT,65.0,13.0,8.4,0.127,100.0,35.0,113.0,38.0,44.0,152.0,4,34,13
220,Buck Williams,1996,"$1,193,000","$2,068,496",1960-03-08,1982.0,F-C,6-8,215.0,1672.0,511.0,35.0,POR,70.0,10.0,12.3,0.487,42.0,40.0,404.0,125.0,2.0,192.0,3,29,16
221,Erick Dampier,1996,"$1,184,000","$2,052,891",1975-07-14,1997.0,C,6-11,265.0,,,,,,,,,,,,,,,0,-1,9
222,Gary Trent,1996,"$1,176,000","$2,039,020",1974-09-22,1996.0,F,6-8,250.0,1219.0,518.0,21.0,POR,69.0,10.0,12.4,0.329,50.0,25.0,238.0,78.0,0.0,220.0,2,29,16
223,Jon Koncak,1996,"$1,150,000","$1,993,940",1963-05-17,1986.0,C-F,7-0,250.0,1288.0,203.0,32.0,ORL,67.0,35.0,7.1,0.326,51.0,27.0,272.0,32.0,3.0,84.0,1,26,18
224,Mark Bryant,1996,"$1,150,000","$1,993,940",1965-04-25,1989.0,F-C,6-9,245.0,1587.0,611.0,30.0,HOU,71.0,9.0,13.1,0.397,52.0,31.0,351.0,127.0,0.0,242.0,3,12,17
225,Carlos Rogers,1996,"$1,144,000","$1,983,536",1971-02-06,1995.0,C-F,6-11,220.0,1043.0,430.0,24.0,TOR,56.0,18.0,13.9,0.378,35.0,25.0,170.0,71.0,3.0,178.0,1,33,9
226,Todd Fuller,1996,"$1,125,000","$1,950,593",1974-07-25,1997.0,C,6-11,255.0,,,,,,,,,,,,,,,0,-1,9
227,Bill Curley,1996,"$1,123,000","$1,947,125",1972-05-29,1995.0,F,6-9,220.0,,,,,,,,,,,,,,,2,-1,17
228,Tony Dumas,1996,"$1,120,000","$1,941,924",1972-08-25,1995.0,G,6-6,190.0,1284.0,776.0,23.0,DAL,67.0,12.0,15.2,0.392,99.0,42.0,115.0,154.0,74.0,274.0,5,8,14
229,Cherokee Parks,1996,"$1,117,000","$1,936,722",1972-10-11,1996.0,C-F,6-11,235.0,869.0,250.0,23.0,DAL,64.0,3.0,10.9,0.251,29.0,25.0,216.0,41.0,7.0,101.0,1,8,9
230,George McCloud,1996,"$1,100,000","$1,907,246",1967-05-27,1990.0,G-F,6-6,205.0,2846.0,1497.0,28.0,DAL,79.0,63.0,15.9,0.175,212.0,113.0,379.0,180.0,257.0,530.0,6,8,14
231,Lee Mayberry,1996,"$1,100,000","$1,907,246",1970-06-12,1993.0,G,6-1,172.0,1705.0,422.0,25.0,MIL,82.0,20.0,11.2,0.187,302.0,64.0,90.0,41.0,75.0,153.0,5,18,7
232,Haywoode Workman,1996,"$1,080,000","$1,872,569",1966-01-23,1990.0,G,6-2,180.0,1164.0,279.0,30.0,IND,77.0,4.0,10.2,0.282,213.0,65.0,124.0,54.0,23.0,101.0,5,13,10
233,Tom Hammonds,1996,"$1,070,000","$1,855,231",1967-03-27,1990.0,F,6-9,215.0,1045.0,342.0,28.0,DEN,71.0,4.0,11.2,0.429,23.0,23.0,223.0,88.0,0.0,127.0,2,9,17
234,Vitaly Potapenko,1996,"$1,068,000","$1,851,763",1975-03-21,1997.0,C,6-10,280.0,,,,,,,,,,,,,,,0,-1,8
235,Corliss Williamson,1996,"$1,051,000","$1,822,287",1973-12-04,1996.0,F,6-7,245.0,609.0,297.0,22.0,SAC,53.0,3.0,8.5,0.313,23.0,11.0,114.0,47.0,0.0,125.0,2,30,15
236,Dickey Simpkins,1996,"$1,040,000","$1,803,215",1972-04-06,1995.0,F,6-9,248.0,685.0,216.0,23.0,CHI,60.0,12.0,10.4,0.606,38.0,9.0,156.0,61.0,1.0,77.0,2,5,17
237,Duane Ferrell,1996,"$1,040,000","$1,803,215",1965-02-28,1989.0,F-G,6-7,209.0,591.0,202.0,30.0,IND,54.0,6.0,10.9,0.343,30.0,23.0,93.0,42.0,0.0,80.0,4,13,15
238,Clifford Rozier,1996,"$1,040,000","$1,803,215",1972-10-31,1995.0,C-F,6-11,245.0,723.0,184.0,23.0,GSW,59.0,1.0,10.6,0.407,22.0,19.0,171.0,26.0,0.0,79.0,1,11,9
239,Wesley Person,1996,"$1,040,000","$1,803,215",1971-03-28,1995.0,G,6-6,195.0,2609.0,1045.0,24.0,PHO,82.0,47.0,12.6,0.219,138.0,55.0,321.0,148.0,117.0,390.0,5,28,14
240,Aaron McKie,1996,"$1,040,000","$1,803,215",1972-10-02,1995.0,G,6-5,209.0,2259.0,864.0,23.0,POR,81.0,73.0,13.4,0.276,205.0,92.0,304.0,152.0,38.0,337.0,5,29,13
241,Avery Johnson,1996,"$1,040,000","$1,803,215",1965-03-25,1989.0,G,5-10,175.0,3084.0,1071.0,30.0,SAS,82.0,82.0,16.3,0.295,789.0,119.0,206.0,189.0,6.0,438.0,5,31,0
242,Monty Williams,1996,"$1,040,000","$1,803,215",1971-10-08,1995.0,F,6-8,225.0,184.0,68.0,24.0,TOT,31.0,0.0,8.4,0.294,8.0,6.0,40.0,14.0,0.0,27.0,2,34,16
243,B.J. Tyler,1996,"$1,040,000","$1,803,215",1971-04-30,1995.0,G,6-1,185.0,,,,,,,,,,,,,,,5,-1,7
244,Kobe Bryant,1996,"$1,015,000","$1,759,868",1978-08-23,1997.0,G-F,6-6,212.0,,,,,,,,,,,,,,,6,-1,14
245,Eric Williams,1996,"$1,008,000","$1,747,731",1972-07-17,1996.0,F,6-8,220.0,1470.0,685.0,23.0,BOS,64.0,6.0,13.3,0.546,70.0,56.0,217.0,200.0,3.0,241.0,2,1,16
246,Bill Wennington,1996,"$1,000,000","$1,733,860",1963-04-26,1986.0,C,7-0,245.0,1065.0,376.0,32.0,CHI,71.0,20.0,11.0,0.125,46.0,21.0,174.0,37.0,1.0,169.0,0,5,18
247,Robert Parish,1996,"$1,000,000","$1,733,860",1953-08-30,1977.0,C,7-1,230.0,1086.0,290.0,42.0,CHH,74.0,34.0,13.0,0.295,29.0,21.0,303.0,50.0,0.0,120.0,0,4,19
248,Vernon Maxwell,1996,"$1,000,000","$1,733,860",1965-09-12,1989.0,G,6-4,180.0,2467.0,1217.0,30.0,PHI,75.0,57.0,13.9,0.316,330.0,96.0,229.0,251.0,146.0,410.0,5,27,12
249,Jamie Watson,1996,"$1,000,000","$1,733,860",1972-02-23,1995.0,F,6-7,190.0,217.0,48.0,23.0,UTA,16.0,0.0,6.9,0.302,24.0,8.0,27.0,9.0,3.0,18.0,2,35,15
